CALL_ID,C_DAY,C_MONTH,C_YEAR,C_HOUR,C_MINUTE,SERVICE_NUMBER#,QUEUE,ADMIN_STATUS,OPERATION_STATUS,ACCOUNT_ID#,Language_chosen,CALLTYPE
482292488,20,December,2021,17,38,233528482,Other,,,117530000074986755,Arabic,Technical
389940369,20,March,2021,13,35,228830542,Technical,enabled,down,110700000034592128,Arabic,Technical
422394028,15,June,2021,18,1,35781316,Other,,,114470000121076883,Arabic,Technical
510851409,17,March,2022,14,20,224085006,XDSL,enabled,down,115590000049847026,Arabic,Technical
420039195,12,June,2021,18,30,238626271,Other,,,118640000118442905,Other,Technical
406974563,23,January,2021,13,58,237259175,Other,,,115100000089510880,Arabic,Technical
547532118,27,June,2022,14,58,402150161,Other,,,111552230006313320,Arabic,Technical
454807399,22,September,2021,15,55,224071403,XDSL,enabled,down,120510000047533457,Arabic,Technical
419536531,11,June,2021,23,53,35650142,Other,,,114762230002527042,Arabic,Technical
425679561,19,June,2021,19,21,504811261,Other,,,110500000018067506,Arabic,Technical
408460531,7,May,2021,16,37,35305749,Other,,,107110000031016020,Arabic,Technical
96455592,11,03,2023,15,25,225014049,Other,,,115232230000571189,Arabic,
389223940,19,12,2024,11,23,236036915,Other,,,103350000114049812,Arabic,
410893941,15,May,2021,19,43,402484620,Other,,,116070000029220469,Arabic,Technical
511341326,18,March,2022,20,53,503382997,XDSL,enabled,up,112922230003667221,Arabic,Sales
465209247,24,October,2021,21,13,504887249,XDSL,enabled,down,116342230001486480,Arabic,Technical
408792240,8,May,2021,18,30,235068272,XDSL,,,115392230000818237,Arabic,Technical
474859973,25,November,2021,18,26,226147267,XDSL,enabled,up,112142230001719076,Arabic,Sales
426846999,21,June,2021,15,29,228644357,Other,,,115072230005797023,Arabic,Technical
445211014,18,August,2021,19,36,453250451,XDSL,enabled,up,118570000036817235,Arabic,Technical
407096185,23,January,2021,20,12,237259175,XDSL,enabled,up,115100000089510880,Arabic,Technical
457024449,28,September,2021,14,41,402860358,Other,enabled,up,101350000028535748,Arabic,Technical
436728834,20,July,2021,8,34,237159354,Other,,,103230000015792792,Arabic,Technical
496679324,2,February,2022,16,39,220995834,Sales,enabled,up,108120000019897961,Arabic,Technical
411263222,6,February,2021,21,46,235590637,Other,,,100800000098031792,Arabic,Technical
460556070,8,October,2021,18,4,862466725,Other,,,106340000093713983,Arabic,Technical
466673200,29,October,2021,20,26,228817461,Billing,enabled,up,102912230004332041,Arabic,Sales
494579785,27,January,2022,11,15,482870839,XDSL,enabled,up,100140000030327945,Arabic,Sales
403940689,14,January,2021,10,12,963226716,Other,,,116530000048883981,Arabic,Technical
396177916,4,April,2021,22,32,452047171,Other,enabled,up,116182230001307139,Arabic,Technical
503619483,23,February,2022,11,26,228619750,XDSL,disabled,down,122120000080265311,Arabic,Sales
452451233,14,September,2021,18,41,222568459,XDSL,enabled,down,111582230000465474,Arabic,Technical
398545542,8,April,2021,9,58,502051869,Other,,,101540000029578327,Arabic,Technical
507305087,6,March,2022,18,0,453583785,Other,,,102612230008128067,Arabic,Sales
394918695,1,April,2021,18,14,222517491,Other,,,114522230007656108,Arabic,Technical
477679384,5,December,2021,14,14,482621676,Other,,,111470000119456643,Other,Technical
456446417,26,September,2021,21,21,227107140,Other,,,112742230002652165,Arabic,Technical
408671446,29,January,2021,21,46,472416016,Other,enabled,up,113080000028243766,Arabic,Technical
450894751,8,September,2021,20,8,226241001,Other,,,109630000084243645,Other,Technical
435681359,16,July,2021,20,20,35303691,Other,,,110220000096294112,Arabic,Sales
422075079,15,June,2021,11,11,504782023,Other,,,118560000035841134,Arabic,Technical
497812849,5,February,2022,20,21,235511629,Sales,,,111150000057393598,Arabic,Sales
435474890,16,July,2021,3,15,572120151,Other,enabled,up,104322230000717799,Arabic,Technical
504600488,26,February,2022,5,26,552000371,XDSL,enabled,up,105892230004542536,Arabic,Technical
532814524,19,May,2022,16,14,224121111,Other,,,118020000101419707,Other,Technical
461688167,12,October,2021,21,19,643332498,Other,enabled,up,112022230005701271,Arabic,Technical
409188218,9,May,2021,22,54,35747888,Other,,,103272230000344418,Arabic,Technical
453488367,18,September,2021,14,24,502002093,Other,,,114920000110502107,Arabic,Technical
501970168,17,February,2022,23,46,502409488,XDSL,enabled,down,117450000034233001,Arabic,Technical
461019212,10,October,2021,14,16,34710748,Sales,,,103620000032252376,Arabic,Sales
480614129,15,December,2021,18,37,482075448,Other,,,108860000047000329,Other,Technical
510687865,16,March,2022,21,54,245910471,XDSL,enabled,down,111832230006235921,Arabic,Technical
407889734,26,January,2021,19,50,472360048,Other,enabled,up,115172230003527763,Arabic,Technical
403122834,11,January,2021,21,10,228609214,Other,,,115312230007834310,Other,Technical
548681871,29,June,2022,20,11,683267341,Other,enabled,down,114502230002268931,Arabic,Technical
409090027,9,May,2021,17,32,226098726,FTTH,,,120210000040379442,Arabic,Technical
387149409,11,March,2021,8,48,226340453,Other,,,110922230000662955,Arabic,Technical
329463256,26,02,2024,18,46,238093788,Other,,,114022230002920591,Other,
437204246,22,July,2021,6,41,504887881,Other,enabled,up,112080000041659693,Arabic,Technical
406471274,21,January,2021,15,22,503511668,Other,,,114550000116872482,Arabic,Technical
471755688,15,November,2021,11,34,225329783,Sales,enabled,down,114762230005908236,Arabic,Technical
530876859,14,May,2022,9,14,404599073,Other,enabled,up,115672230006575548,Arabic,Technical
488132877,6,January,2022,13,16,453227488,XDSL,enabled,up,103602230007812164,Arabic,Technical
428926079,26,June,2021,18,19,504811261,Other,enabled,down,110500000018067506,Arabic,Technical
401104629,5,January,2021,22,50,452405997,Other,enabled,up,115742230006179572,Arabic,Technical
423774017,17,June,2021,11,8,232970787,Other,,,104482230007816700,Arabic,Technical
414597159,16,February,2021,22,0,226901267,Other,enabled,up,102620000023009983,Arabic,Technical
436263316,18,July,2021,17,48,33752840,Other,,,108010000029064892,Arabic,Technical
525124928,25,April,2022,16,28,573800096,Other,enabled,down,114372230003426556,Arabic,Technical
367331692,6,11,2024,19,16,952112568,Other,,,108670000111684788,Arabic,
416887474,4,June,2021,13,31,932693652,XDSL,,,115522230004352613,Arabic,Technical
427622385,22,June,2021,16,3,33242104,Other,enabled,up,115540000034037893,Arabic,Technical
451508866,11,September,2021,10,59,402662064,XDSL,enabled,down,111690000108814019,Arabic,Technical
519738705,9,April,2022,13,50,220293046,XDSL,enabled,up,120180000090926427,Arabic,Sales
486613269,1,January,2022,17,8,693670737,Other,,,110590000086141427,Other,Technical
425836945,19,June,2021,22,7,34220373,XDSL,,,106410000043914610,Arabic,Technical
371648662,17,05,2024,12,14,223814108,Other,,,125610000090196769,Other,
450302823,6,September,2021,16,29,573783755,Other,enabled,up,114212230004808626,Arabic,Technical
405237484,27,April,2021,15,16,226340453,Other,,,110922230000662955,Arabic,Technical
414634759,28,May,2021,0,44,223793439,Other,,,106612230007034505,Arabic,Technical
410524845,4,February,2021,16,15,572580236,Other,,,103740000023656300,Arabic,Technical
505893620,2,March,2022,17,34,233753758,XDSL,enabled,up,104020000118356335,Arabic,Technical
471276192,13,November,2021,18,39,482565664,Other,enabled,up,120910000097233911,Arabic,Technical
474292833,23,November,2021,19,35,643563758,Other,,,115070000060596730,Arabic,Technical
409474743,23,01,2025,23,59,453144365,Other,,,116342230006597245,Arabic,
538886159,5,June,2022,13,52,932012435,Other,,,111410000036784782,Other,Technical
227937156,8,12,2023,19,5,932374690,Other,,,116452230002788354,Arabic,
412134362,9,February,2021,16,41,133155095,Other,,,114512230001315587,Arabic,Technical
403559043,13,January,2021,0,34,35083598,XDSL,enabled,up,106490000030589332,Arabic,Technical
466286919,28,October,2021,14,35,228575302,Other,enabled,down,102480000025107892,Arabic,Technical
477138407,3,December,2021,14,51,242204216,XDSL,enabled,up,112300000039547659,Arabic,Technical
512951903,23,March,2022,1,18,227113561,Other,enabled,down,104202230003778317,Arabic,Technical
412957319,11,February,2021,23,17,932381559,Other,,,128790000118906471,Arabic,Technical
468199462,3,November,2021,13,0,34736249,Other,,,115502230007231121,Arabic,Technical
444206430,15,August,2021,10,56,452500556,XDSL,enabled,down,108760000025728618,Arabic,Technical
451484983,11,September,2021,3,46,236923243,XDSL,enabled,up,111482230007216366,Arabic,Sales
404602266,16,January,2021,1,3,233740866,Other,,,104662230005729238,Other,Technical
433739164,10,July,2021,15,13,233756581,XDSL,enabled,up,113202230000673475,Arabic,Technical
412021901,9,February,2021,11,5,503503477,XDSL,disabled,down,112592230003175262,Arabic,Technical
549199196,30,June,2022,18,1,572591324,XDSL,enabled,down,105720000023939526,Arabic,Sales
539622471,7,June,2022,14,33,502032459,Other,,,106810000036865365,Arabic,Technical
391617479,24,March,2021,17,50,403200412,Other,,,117880000069228104,Other,Technical
406022208,30,April,2021,0,18,473053407,Other,,,115592230006565290,Arabic,Technical
65277365,12,11,2022,15,25,242055845,Other,,,106350000077339652,Other,
442614918,9,August,2021,16,23,233353142,Other,enabled,down,114362230005215634,Arabic,Technical
503308393,22,February,2022,11,30,473502083,Other,enabled,up,130100000113784451,Arabic,Technical
412736389,11,February,2021,12,25,235349071,XDSL,enabled,up,112770000038119346,Arabic,Technical
486644057,1,January,2022,18,26,238401808,Other,enabled,up,120630000081692805,Arabic,Technical
431008299,2,July,2021,13,25,502052465,XDSL,enabled,down,110962230007531181,Arabic,Technical
415370175,30,May,2021,15,30,452843184,XDSL,,,111402230007063988,Arabic,Technical
404778420,16,January,2021,16,53,222058675,Other,enabled,up,110640000033898329,Arabic,Technical
458939892,3,October,2021,16,12,572078532,Other,,,115840000027405464,Arabic,Technical
463106959,17,October,2021,19,21,233444974,Other,,,114240000025182077,Arabic,Technical
403595972,13,January,2021,9,37,237651556,XDSL,enabled,up,135430000103936749,Arabic,Technical
469606704,7,November,2021,22,12,224073229,Other,enabled,up,112842230000269673,Arabic,Technical
420191742,12,June,2021,21,33,227411588,XDSL,,,111530000042045012,Arabic,Technical
469097537,6,November,2021,13,33,663578357,Other,enabled,up,118120000041870018,Arabic,Technical
383688857,12,06,2024,16,34,453162639,Other,,,121980000082078128,Other,
476722100,1,December,2021,22,38,453714423,Other,enabled,down,115252230004296339,Arabic,Technical
498544046,7,February,2022,20,45,35472356,Other,enabled,up,114052230000218366,Arabic,Technical
419308368,11,June,2021,18,57,34194328,Other,,,111550000030492301,Arabic,Technical
403142622,20,April,2021,22,34,233495394,Sales,,,112670000061365674,Arabic,Sales
421869102,14,June,2021,23,25,452843184,XDSL,,,111402230007063988,Arabic,Technical
450206695,6,September,2021,9,15,226883917,Other,enabled,up,115092230006449249,Arabic,Technical
415971823,20,February,2021,15,3,220395040,Other,enabled,up,113322230006504066,Arabic,Technical
485086203,28,December,2021,13,35,483755728,Other,enabled,up,108750000023318628,Arabic,Technical
433917840,11,July,2021,1,22,236960007,Other,,,114332230003052616,Arabic,Technical
522045992,16,April,2022,19,59,222723653,Other,enabled,up,115322230006890619,Arabic,Technical
427287524,21,June,2021,22,48,228400246,XDSL,,,104230000106259579,Arabic,Technical
389307491,17,March,2021,23,28,504822114,XDSL,,,114892230003549727,Arabic,Technical
422248535,15,June,2021,14,59,653534892,XDSL,,,109630000019691708,Arabic,Sales
402787348,10,January,2021,20,26,404599073,Other,enabled,up,115672230006575548,Arabic,Technical
408166601,28,January,2021,8,53,863410183,Other,,,114790000066819827,Arabic,Technical
359292982,21,10,2024,23,38,464850366,Other,,,102150000108549515,Arabic,
416026000,20,February,2021,17,18,504010705,XDSL,enabled,up,102800000087354091,Arabic,Technical
392601355,25,12,2024,18,41,224877829,Other,,,137340000116147238,Arabic,
492275932,19,January,2022,21,47,224071403,XDSL,enabled,up,120510000047533457,Arabic,Technical
484579400,26,December,2021,22,28,227069152,Other,enabled,up,107480000030302865,Arabic,Technical
496267915,1,February,2022,13,39,237049099,Other,,,111250000049810210,Arabic,Technical
425724833,19,June,2021,20,4,453332210,Technical,,,112390000037114902,Arabic,Technical
403670446,22,April,2021,14,14,233740866,Other,,,104662230005729238,Other,Technical
73374414,18,01,2023,13,20,824372548,Other,,,118310000028372941,Arabic,
45713930,5,10,2022,9,56,452410179,Other,,,100990000028250835,Other,
491511922,17,January,2022,17,40,404264632,Other,,,113830000049444200,Arabic,Technical
476545941,1,December,2021,14,10,237627308,XDSL,enabled,up,103900000053154885,Arabic,Technical
414183218,26,May,2021,18,18,473345202,Other,,,112872230002773592,Arabic,Technical
459147804,4,October,2021,2,22,237278128,Other,,,113942230004579886,Arabic,Technical
492226069,19,January,2022,20,6,483211383,XDSL,enabled,down,131230000120298419,Arabic,Technical
465037726,24,October,2021,12,52,233804454,Other,,,117300000092376394,Arabic,Technical
409027991,30,January,2021,23,19,502002093,Other,,,114920000110502107,Arabic,Technical
412141822,19,May,2021,21,0,452330222,Other,,,102150000091752235,Other,Technical
137013373,31,03,2023,0,21,225630092,Other,,,119220000078844440,Other,
434341525,12,July,2021,14,48,34221573,XDSL,enabled,up,113852230006570366,Arabic,Technical
393978995,30,March,2021,18,2,553271547,Other,,,101070000018496307,Arabic,Technical
412823795,11,February,2021,16,27,453122958,Other,enabled,up,101322230000835154,Arabic,Technical
460839682,9,October,2021,19,24,502803325,Other,enabled,up,100120000032933549,Arabic,Technical
411140355,16,May,2021,16,52,237108276,Other,,,115822230004100439,Arabic,Technical
409384981,10,May,2021,15,54,228816557,XDSL,,,110250000023055399,Arabic,Technical
549394247,30,June,2022,23,26,227224507,Other,enabled,down,102350000034038345,Arabic,Technical
409166051,31,January,2021,14,40,226220085,Other,enabled,up,114522230004898385,Arabic,Technical
99512365,16,01,2023,19,43,552453992,Other,,,110810000050518123,Other,
417392504,24,February,2021,14,44,473793006,XDSL,enabled,up,103810000021901834,Arabic,Technical
436591710,19,July,2021,19,42,226523259,XDSL,enabled,down,110530000036281526,Arabic,Sales
403359710,12,January,2021,15,53,34286849,Other,enabled,up,136060000121098610,Arabic,Technical
386566910,9,March,2021,16,6,133071244,Other,,,135150000100928357,Arabic,Sales
433183953,8,July,2021,16,56,472489728,XDSL,enabled,down,120380000045864645,Arabic,Technical
484843295,27,December,2021,18,29,453355142,Other,enabled,up,112622230005363088,Arabic,Technical
410507290,14,May,2021,9,12,552342232,XDSL,,,119610000072377080,Arabic,Sales
469509375,7,November,2021,18,15,226686503,XDSL,enabled,up,116542130004010243,Arabic,Technical
428214555,24,June,2021,9,44,133211493,Other,enabled,up,126010000092962278,Arabic,Technical
395912515,4,April,2021,14,21,464502775,Other,,,105632230002788189,Arabic,Technical
482941932,22,December,2021,15,56,482484000,Other,disabled,down,112270000041118749,Arabic,Technical
548360848,29,June,2022,9,45,402353994,XDSL,enabled,up,115532230008135139,Arabic,Sales
393601888,29,March,2021,21,57,235535859,Other,,,111892230003654433,Arabic,Technical
469443753,7,November,2021,15,12,483552749,Technical,enabled,up,100790000061345938,Arabic,Technical
509610195,13,March,2022,17,44,132640403,XDSL,enabled,down,133890000104034322,Arabic,Technical
396250678,5,April,2021,11,35,841942606,XDSL,,,110810000015350257,Arabic,Technical
533349587,21,May,2022,3,0,552541498,XDSL,enabled,down,105350000054662295,Arabic,Technical
403054015,20,April,2021,17,43,233495394,Sales,,,112670000061365674,Arabic,Sales
402377903,18,April,2021,16,58,224021342,Other,,,106050000043497991,Arabic,Technical
207428742,26,10,2023,9,21,452311053,Other,,,123870000089332338,Arabic,
415005647,29,May,2021,13,3,223855343,Other,,,100140000118721799,Arabic,Technical
416566041,3,June,2021,11,56,553091223,XDSL,,,111712230007966892,Arabic,Technical
421864437,14,June,2021,23,24,226883917,Other,,,115092230006449249,Arabic,Technical
523668044,21,April,2022,2,4,882043952,XDSL,enabled,up,113880000020714540,Arabic,Technical
467172400,31,October,2021,11,28,237615908,XDSL,enabled,up,112352230003060594,Arabic,Sales
479430110,11,December,2021,16,1,35087431,Other,enabled,up,118250000028322379,Arabic,Technical
465123481,24,October,2021,17,18,225361239,XDSL,enabled,up,118820000046230067,Arabic,Technical
389664732,19,March,2021,12,44,223343742,XDSL,,,104580000018067403,Arabic,Technical
379407569,1,12,2024,20,1,35239352,Other,,,114762230007587650,Arabic,
443688882,13,August,2021,11,27,453480870,Other,,,119030000046715577,Other,Technical
450936988,8,September,2021,22,37,34014878,Other,enabled,up,100460000121127346,Arabic,Technical
393945921,30,March,2021,17,2,228805811,XDSL,,,117310000071508865,Arabic,Technical
409856361,2,February,2021,14,52,227530241,XDSL,enabled,up,109330000107145045,Arabic,Technical
537544703,1,June,2022,17,28,220390231,Other,,,113732230005835637,Arabic,Technical
464011993,20,October,2021,19,56,483344712,XDSL,enabled,up,105860000091213710,Arabic,Technical
488303944,6,January,2022,22,5,452748002,XDSL,enabled,down,115010000033158158,Arabic,Sales
408469989,27,07,2024,14,20,222434567,Other,,,130480000117319460,Other,
505647818,1,March,2022,21,27,224419241,Other,enabled,down,108040000058857388,Arabic,Technical
425826709,19,June,2021,22,7,237158577,Other,,,101590000017559994,Arabic,Technical
504259435,25,February,2022,0,11,133275290,Other,,,111022230007283176,Other,Technical
77160700,28,01,2023,8,55,403031163,Other,,,113502230006545830,Arabic,
429345318,27,June,2021,21,27,554275064,XDSL,enabled,up,110850000113752647,Arabic,Sales
396139044,4,April,2021,20,37,224956292,Sales,,,111760000041967707,Arabic,Sales
543784286,19,June,2022,3,47,228666171,XDSL,enabled,up,119660000068885155,Arabic,Technical
404442850,24,April,2021,23,4,553092610,Other,,,108410000020022382,Arabic,Technical
404371011,15,January,2021,13,52,224441607,Other,,,115312230000320982,Arabic,Technical
432082955,5,July,2021,18,2,242111212,Other,,,112570000024586091,Arabic,Technical
419165159,11,June,2021,15,55,553291329,Other,,,105462230007261481,Arabic,Technical
466193361,28,October,2021,4,55,235758874,Technical,,,100400000017228439,Arabic,Technical
399354715,1,January,2021,0,39,228202134,Other,enabled,down,137550000115695189,Arabic,Technical
540758938,10,June,2022,18,7,35781316,Other,,,114470000121076883,Arabic,Technical
436424460,19,July,2021,2,30,884823256,XDSL,enabled,down,115260000045532883,Arabic,Technical
460797836,9,October,2021,16,56,502372506,XDSL,enabled,up,112522230007452199,Arabic,Technical
489850819,12,January,2022,13,16,235845520,XDSL,enabled,up,109142230006141073,Arabic,Technical
509892091,14,March,2022,15,48,237010236,XDSL,enabled,up,102040000019659596,Arabic,Technical
498253069,6,February,2022,22,53,247946662,XDSL,enabled,up,109590000038019570,Arabic,Technical
426090066,20,June,2021,9,13,223528920,Other,,,116020000070696169,Arabic,Technical
485493692,29,December,2021,14,53,35455015,Other,enabled,up,110330000014772862,Arabic,Technical
452202329,13,September,2021,20,22,643005668,Other,enabled,up,115202230004662272,Arabic,Technical
534849718,25,May,2022,15,13,553822446,Other,,,113262230007897331,Other,Technical
449161731,2,September,2021,10,57,863571586,Other,,,110300000046587458,Other,Technical
508694315,10,March,2022,19,3,882533898,Other,enabled,up,119400000049234577,Arabic,Technical
416054830,20,February,2021,18,34,227060179,Sales,enabled,down,104600000037921996,Arabic,Technical
541748678,13,June,2022,15,8,503503477,Other,enabled,up,112592230003175262,Arabic,Technical
416397014,21,February,2021,18,0,242130599,Technical,enabled,up,100310000107539547,Arabic,Technical
405563117,18,January,2021,20,32,552721802,Other,,,114152230003666832,Arabic,Technical
515380318,28,March,2022,10,56,223769025,XDSL,enabled,up,114802230001908141,Arabic,Technical
402592591,10,January,2021,12,55,553443158,Other,disabled,down,112232230007118139,Arabic,Technical
421843717,14,June,2021,22,57,504010290,Other,,,115970000024593476,Arabic,Technical
467495816,1,November,2021,10,13,242170809,XDSL,enabled,up,113902230003499447,Arabic,Technical
428972161,26,June,2021,20,25,504290033,XDSL,enabled,down,108302230007801786,Arabic,Technical
527695572,3,May,2022,14,37,503835544,XDSL,enabled,down,100160000020281315,Arabic,Technical
414283994,26,May,2021,22,46,483749150,Other,,,111812230007337891,Arabic,Technical
312564180,23,07,2024,21,15,453014585,Other,,,134250000097530958,Arabic,
438915725,28,July,2021,12,57,132503542,XDSL,enabled,up,113232230007404121,Arabic,Technical
417091234,23,February,2021,17,21,222525370,Other,,,109490000016852829,Arabic,Sales
411970517,19,May,2021,11,56,403443131,XDSL,,,105970000042074254,Arabic,Technical
459357554,4,October,2021,19,32,683400889,XDSL,enabled,up,109450000027232376,Arabic,Technical
444578933,16,August,2021,14,49,226125310,Other,enabled,up,111992230006723994,Arabic,Technical
426353595,20,June,2021,17,26,35078038,XDSL,enabled,up,109770000031046215,Arabic,Technical
414408405,31,01,2025,19,22,952391690,Other,,,105120000101866513,Arabic,
447648483,27,August,2021,19,30,35157808,Other,,,103440000046103204,Other,Technical
437950329,25,July,2021,10,1,222591225,Other,,,113542230005564385,Arabic,Technical
428075102,23,June,2021,20,35,35239352,Other,enabled,up,114762230007587650,Arabic,Technical
152860258,9,07,2023,19,9,228837319,Other,,,118840000103277475,Arabic,
386478496,9,March,2021,11,42,237685174,Technical,,,114490000102042572,Arabic,Technical
424865971,18,June,2021,19,15,222750435,Other,,,114492230005771469,Arabic,Technical
452959504,16,September,2021,13,57,223475970,Other,,,120720000048102843,Arabic,Sales
471600550,14,November,2021,19,27,502051869,XDSL,enabled,down,101540000029578327,Arabic,Technical
476486696,1,December,2021,10,19,503388035,Other,,,108570000106409076,Arabic,Technical
411702355,18,May,2021,13,40,884595379,Other,,,106670000044795828,Arabic,Technical
409659888,1,February,2021,21,40,882851432,XDSL,enabled,up,107330000037299224,Arabic,Technical
471591509,14,November,2021,19,3,402828279,Other,enabled,up,108270000020866644,Arabic,Technical
400236284,11,April,2021,19,46,235058530,XDSL,,,116580000044599240,Arabic,Sales
542629997,15,June,2022,23,44,402143467,Other,enabled,up,101360000111649338,Arabic,Technical
285317210,16,12,2023,23,51,863365873,Other,,,111412230005579691,Other,
400667223,13,April,2021,10,23,452759177,Other,,,113162230004269807,Arabic,Technical
437509535,23,July,2021,16,26,220397653,XDSL,enabled,up,112840000112415303,Arabic,Sales
412529619,10,February,2021,18,53,504434917,Other,,,115792230007099830,Arabic,Technical
495131206,28,January,2022,22,26,224432809,XDSL,enabled,up,111372230000978610,Arabic,Technical
508446896,9,March,2022,23,29,482132706,XDSL,enabled,down,111972230004563855,Arabic,Technical
409440121,10,May,2021,19,25,34298074,XDSL,,,114110000043759455,Arabic,Technical
431545156,4,July,2021,2,1,663647596,XDSL,enabled,up,105440000019212669,Arabic,Sales
464438839,22,October,2021,10,22,932693652,Other,,,115522230004352613,Arabic,Technical
460321036,7,October,2021,19,47,482075448,Other,enabled,up,108860000047000329,Arabic,Technical
425800138,19,June,2021,21,27,862508733,XDSL,,,112280000032286126,Arabic,Technical
439600401,30,July,2021,19,17,862466725,Other,enabled,up,106340000093713983,Arabic,Technical
467824368,2,November,2021,10,23,225319237,Other,enabled,up,110540000111191429,Arabic,Technical
356030705,17,04,2024,22,38,934701746,Other,,,108320000071392276,Other,
408954137,30,January,2021,19,38,862056803,XDSL,enabled,down,114372230004837375,Arabic,Technical
392296291,26,March,2021,15,11,402437016,XDSL,,,110770000019463483,Arabic,Technical
481157249,17,December,2021,2,26,233675009,XDSL,enabled,up,111452230001421831,Arabic,Technical
459164217,4,October,2021,8,56,34752046,Other,,,101890000031701150,Arabic,MobileNA
487578827,4,January,2022,16,13,402806818,Other,,,111282230007680151,Arabic,Technical
481437130,18,December,2021,2,13,222747285,Other,,,111292230001587752,Arabic,Technical
541347038,12,June,2022,12,32,226686503,Other,,,116542130004010243,Arabic,Sales
474127089,23,November,2021,10,14,884702763,XDSL,enabled,down,108170000036842180,Arabic,Sales
433894312,10,July,2021,23,40,235088446,XDSL,enabled,up,112852230007394006,Arabic,Technical
402206285,18,April,2021,1,2,227369771,FTTH,,,110410000030226257,Arabic,Technical
449740846,4,September,2021,14,16,503874813,Other,,,111252230007709668,Arabic,Technical
513737851,24,March,2022,20,0,35747888,Other,enabled,up,103272230000344418,Arabic,Technical
390468479,21,March,2021,22,6,243974971,Other,,,116680000031370319,Arabic,Technical
387082468,10,March,2021,23,12,882130185,Other,,,115710000040210453,Arabic,Technical
457423887,17,04,2025,17,37,972790528,Other,,,110690000095726849,Arabic,
399355007,1,January,2021,0,40,228202134,Other,enabled,up,137550000115695189,Arabic,Technical
524581038,23,April,2022,21,17,35074638,Technical,enabled,up,117220000059985503,Arabic,Technical
464761723,23,October,2021,13,27,552184625,Other,,,102320000024993996,Arabic,Technical
464025209,20,October,2021,20,34,404624698,Other,enabled,up,104742230004399544,Arabic,Technical
472317993,17,November,2021,9,37,236930969,Technical,,,110470000028630927,Arabic,Technical
415078870,29,May,2021,16,55,554342948,XDSL,,,101000000016454299,Arabic,Technical
414347517,16,February,2021,14,26,224840866,Other,enabled,up,111682230000747823,Arabic,Technical
479652874,12,December,2021,13,2,453448284,Other,,,100180000054348192,Arabic,Technical
392278320,26,March,2021,14,10,504255676,XDSL,,,105352230005409344,Arabic,Technical
306722254,12,07,2024,15,9,504634419,Other,,,135080000100479357,Arabic,
454699525,22,September,2021,12,3,225169033,Other,,,111042230005731686,Other,Technical
427067843,21,June,2021,19,15,232975062,Other,,,108872230007296330,Arabic,Technical
406415055,1,May,2021,3,24,663623005,Other,,,104700000020328646,Arabic,Technical
37389477,29,10,2022,19,28,473010451,Other,,,100620000118806685,Arabic,
422287361,15,June,2021,15,52,482442930,Other,,,100540000017245077,Arabic,Technical
399743730,2,January,2021,12,33,235058530,XDSL,enabled,up,116580000044599240,Arabic,Technical
420629661,13,June,2021,14,30,552230808,XDSL,,,106180000018862918,Arabic,Technical
408752970,8,May,2021,16,16,235529180,Other,,,113702230003403740,Arabic,Technical
459660519,21,04,2025,13,46,842142486,Other,,,102280000121021164,Arabic,
416553410,22,February,2021,4,21,553677105,XDSL,enabled,down,111272230007608635,Arabic,Technical
432479781,6,July,2021,18,46,224231801,Other,enabled,down,115712230006253065,Arabic,Technical
78164638,8,12,2022,14,2,862010519,Other,,,104610000048526912,Other,
443155445,11,August,2021,13,3,237615908,Other,,,112352230003060594,Arabic,Technical
402197002,18,April,2021,0,42,222692043,XDSL,,,105320000091489019,Arabic,Technical
452167741,13,September,2021,18,30,227080244,Other,enabled,up,116242230007845729,Arabic,Technical
386190461,8,March,2021,13,36,504782023,Other,,,118560000035841134,Arabic,Technical
549093057,30,June,2022,14,46,842043705,XDSL,enabled,up,101070000017396574,Arabic,Technical
500788359,14,February,2022,17,39,453226872,Other,enabled,up,114142230006863051,Arabic,Technical
402361709,18,April,2021,16,8,227411588,XDSL,,,111530000042045012,Arabic,Technical
196413386,1,10,2023,19,44,643862952,Other,,,120380000084067755,Arabic,
508336061,9,March,2022,18,50,242111212,XDSL,enabled,up,112570000024586091,Arabic,Sales
421456238,14,June,2021,15,18,881965166,Other,,,106060000111494717,Arabic,Technical
405121349,17,January,2021,14,1,972141111,Other,,,114042230002871859,Arabic,Technical
434007596,11,July,2021,13,24,403443131,Other,enabled,up,105970000042074254,Arabic,Technical
413203529,12,February,2021,21,17,504887249,Technical,enabled,up,116342230001486480,Arabic,Technical
419276838,11,June,2021,18,19,235089131,XDSL,,,104240000069292085,Arabic,Technical
441765695,6,August,2021,19,18,453121270,Other,enabled,up,115902230000235498,Arabic,Technical
31031168,9,09,2022,15,53,35083642,Other,,,112832230001893973,Other,
450557477,7,September,2021,15,52,472872416,Other,enabled,down,105222230007080140,Arabic,Technical
464447172,22,October,2021,11,6,35520982,Other,,,108190000108686345,Arabic,Technical
411308143,7,February,2021,0,33,502051869,Other,enabled,down,101540000029578327,Arabic,Technical
404755980,16,January,2021,15,50,553256665,Technical,enabled,up,114112230004560914,Arabic,Technical
431966132,5,July,2021,13,1,552266311,Other,enabled,up,104992230002089803,Arabic,Technical
483794878,24,December,2021,20,7,224128464,XDSL,enabled,up,107760000031846610,Arabic,Sales
402800423,10,January,2021,20,50,402470896,XDSL,enabled,up,104180000015174038,Arabic,Technical
